"filename", "language", "TypeScript JSX", "TypeScript", "CSS", "JSON", "comment", "blank", "total"
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\demo\news\userNewsComponent.module.css", "CSS", 0, 0, 6, 0, 0, 1, 7
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\demo\news\userNewsComponent.tsx", "TypeScript JSX", 204, 0, 0, 0, 0, 28, 232
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\demo\tasks\TaskList.module.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\demo\tasks\TaskList.tsx", "TypeScript JSX", 232, 0, 0, 0, 1, 9, 242
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\demo\tasks\taskCreate.tsx", "TypeScript JSX", 201, 0, 0, 0, 0, 10, 211
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\loading\LoadingScreen.tsx", "TypeScript JSX", 30, 0, 0, 0, 0, 2, 32
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\navbar\navbar.module.css", "CSS", 0, 0, 14, 0, 1, 3, 18
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\navbar\navbar.tsx", "TypeScript JSX", 181, 0, 0, 0, 11, 9, 201
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\tabs\BookmakrsTab.tsx", "TypeScript JSX", 46, 0, 0, 0, 0, 5, 51
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\tabs\DailyLogsTab.tsx", "TypeScript JSX", 45, 0, 0, 0, 0, 5, 50
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\tabs\HomeTab.tsx", "TypeScript JSX", 49, 0, 0, 0, 0, 7, 56
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\tabs\NewsTab.tsx", "TypeScript JSX", 34, 0, 0, 0, 0, 5, 39
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\tabs\TasksTab.tsx", "TypeScript JSX", 95, 0, 0, 0, 0, 10, 105
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\theme-provider.tsx", "TypeScript JSX", 7, 0, 0, 0, 0, 3, 10
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\themeToggle.tsx", "TypeScript JSX", 27, 0, 0, 0, 0, 5, 32
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\accordion.tsx", "TypeScript JSX", 53, 0, 0, 0, 0, 8, 61
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\alert-dialog.tsx", "TypeScript JSX", 136, 0, 0, 0, 0, 15, 151
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\alert.tsx", "TypeScript JSX", 53, 0, 0, 0, 0, 7, 60
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\aspect-ratio.tsx", "TypeScript JSX", 4, 0, 0, 0, 0, 4, 8
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\avatar.tsx", "TypeScript JSX", 44, 0, 0, 0, 0, 7, 51
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\badge.tsx", "TypeScript JSX", 31, 0, 0, 0, 0, 6, 37
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\button.tsx", "TypeScript JSX", 50, 0, 0, 0, 0, 6, 56
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\calendar.tsx", "TypeScript JSX", 59, 0, 0, 0, 0, 6, 65
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\card.tsx", "TypeScript JSX", 71, 0, 0, 0, 0, 9, 80
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\checkbox.tsx", "TypeScript JSX", 26, 0, 0, 0, 0, 5, 31
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\command.tsx", "TypeScript JSX", 137, 0, 0, 0, 0, 19, 156
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\dialog.tsx", "TypeScript JSX", 116, 0, 0, 0, 0, 13, 129
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\dropdown-menu.tsx", "TypeScript JSX", 182, 0, 0, 0, 0, 19, 201
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\hover-card.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 7, 30
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\input.tsx", "TypeScript JSX", 21, 0, 0, 0, 0, 5, 26
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\label.tsx", "TypeScript JSX", 21, 0, 0, 0, 0, 6, 27
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\navigation-menu.tsx", "TypeScript JSX", 117, 0, 0, 0, 0, 12, 129
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\popover.tsx", "TypeScript JSX", 25, 0, 0, 0, 0, 7, 32
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\progress.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 5, 29
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\radio-group.tsx", "TypeScript JSX", 39, 0, 0, 0, 0, 6, 45
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\scroll-area.tsx", "TypeScript JSX", 43, 0, 0, 0, 0, 6, 49
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\select.tsx", "TypeScript JSX", 108, 0, 0, 0, 0, 13, 121
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\separator.tsx", "TypeScript JSX", 27, 0, 0, 0, 0, 5, 32
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\sheet.tsx", "TypeScript JSX", 214, 0, 0, 0, 0, 17, 231
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\skeleton.tsx", "TypeScript JSX", 13, 0, 0, 0, 0, 3, 16
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\switch.tsx", "TypeScript JSX", 25, 0, 0, 0, 0, 5, 30
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\table.tsx", "TypeScript JSX", 104, 0, 0, 0, 0, 11, 115
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\tabs.tsx", "TypeScript JSX", 48, 0, 0, 0, 0, 8, 56
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\textarea.tsx", "TypeScript JSX", 20, 0, 0, 0, 0, 5, 25
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\toast.tsx", "TypeScript JSX", 115, 0, 0, 0, 0, 13, 128
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\toaster.tsx", "TypeScript JSX", 32, 0, 0, 0, 0, 4, 36
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\tooltip.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 8, 31
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\components\ui\use-toast.ts", "TypeScript", 0, 156, 0, 0, 0, 33, 189
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\AccountInformation.module.css", "CSS", 0, 0, 31, 0, 0, 5, 36
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\AccountInformation.tsx", "TypeScript JSX", 480, 0, 0, 0, 6, 48, 534
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\AccountSummary.tsx", "TypeScript JSX", 176, 0, 0, 0, 0, 11, 187
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\NegativeProgress.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 5, 29
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\dayProfitView.tsx", "TypeScript JSX", 67, 0, 0, 0, 0, 7, 74
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\dynamicDemoChallengeCard.tsx", "TypeScript JSX", 178, 0, 0, 0, 0, 16, 194
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\dynamicDemoLiveCard.tsx", "TypeScript JSX", 147, 0, 0, 0, 0, 16, 163
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\overviewChart.tsx", "TypeScript JSX", 116, 0, 0, 0, 0, 4, 120
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountInformation\weekProfitView.tsx", "TypeScript JSX", 71, 0, 0, 0, 0, 8, 79
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\AccountSwitcher.tsx", "TypeScript JSX", 638, 0, 0, 0, 0, 23, 661
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\CheckboxReactHookFormMultiple.tsx", "TypeScript JSX", 119, 0, 0, 0, 0, 8, 127
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\tables\columns.tsx", "TypeScript JSX", 99, 0, 0, 0, 0, 12, 111
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\tables\data-table.tsx", "TypeScript JSX", 75, 0, 0, 0, 0, 6, 81
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\components\userProfile.tsx", "TypeScript JSX", 92, 0, 0, 0, 0, 5, 97
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\page.tsx", "TypeScript JSX", 112, 0, 0, 0, 0, 9, 121
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\profile\components\form-test.tsx", "TypeScript JSX", 294, 0, 0, 0, 0, 13, 307
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\profile\components\form.tsx", "TypeScript JSX", 153, 0, 0, 0, 0, 25, 178
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\dashboard\profile\page.tsx", "TypeScript JSX", 27, 0, 0, 0, 0, 3, 30
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\data\features.ts", "TypeScript", 0, 28, 0, 0, 0, 2, 30
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\globals.css", "CSS", 0, 0, 73, 0, 1, 28, 102
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\layout.tsx", "TypeScript JSX", 32, 0, 0, 0, 0, 4, 36
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\login\page.tsx", "TypeScript JSX", 15, 0, 0, 0, 0, 3, 18
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\middleware\withAuth.tsx", "TypeScript JSX", 21, 0, 0, 0, 0, 6, 27
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\page.tsx", "TypeScript JSX", 59, 0, 0, 0, 0, 5, 64
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\signup\page.tsx", "TypeScript JSX", 15, 0, 0, 0, 0, 3, 18
"c:\Users\tarik\OneDrive\Documents\GitHub\td-td-dashboard\td-dashboard-main\td\app\updates\page.tsx", "TypeScript JSX", 69, 0, 0, 0, 1, 3, 73
"Total", "-", 9643, 412, 178, 962, 41, 947, 12183
